argouml;org/argouml/ui/ProjectSettingsDialog.java;135;142;8;2;0;1
argouml;org/argouml/ui/ProjectSettingsDialog.java;202;204;3;1;0;1
argouml;org/argouml/ui/ProjectSettingsDialog.java;233;235;3;1;0;1
argouml;org/argouml/ui/ProjectSettingsDialog.java;240;243;3;1;0;1
argouml;org/argouml/ui/SettingsDialog.java;85;87;3;1;0;1
argouml;org/argouml/ui/SettingsDialog.java;149;156;8;2;0;1
argouml;org/argouml/ui/SettingsDialog.java;207;209;3;1;0;1
argouml;org/argouml/ui/SettingsDialog.java;238;240;3;1;0;1
argouml;org/argouml/ui/SettingsDialog.java;245;248;3;1;1;1
argouml;org/argouml/ui/SettingsTabAppearance.java;83;85;3;1;2;7
argouml;org/argouml/ui/SettingsTabAppearance.java;117;120;4;1;0;1
argouml;org/argouml/ui/SettingsTabShortcuts.java;161;171;8;1;0;1
argouml;org/argouml/ui/SettingsTabShortcuts.java;174;183;8;1;2;2
argouml;org/argouml/ui/SettingsTabShortcuts.java;186;193;7;1;0;2
argouml;org/argouml/ui/SettingsTabShortcuts.java;346;390;29;1;0;1
argouml;org/argouml/ui/StylePanel.java;157;159;3;1;5;12
argouml;org/argouml/ui/StylePanelFig.java;426;445;17;2;1;10
argouml;org/argouml/ui/StylePanelFig.java;458;462;5;1;2;4
argouml;org/argouml/ui/StylePanelFig.java;482;486;5;1;1;4
argouml;org/argouml/ui/StylePanelFigNodeModelElement.java;152;164;13;4;1;7
argouml;org/argouml/ui/StylePanelFigRRect.java;90;94;7;1;0;5
argouml;org/argouml/ui/StylePanelFigText.java;273;288;16;7;1;4
argouml;org/argouml/ui/SystemInfoDialog.java;89;91;3;1;0;5
argouml;org/argouml/ui/SystemInfoDialog.java;94;96;3;1;2;5
argouml;org/argouml/ui/SystemInfoDialog.java;106;108;3;1;0;3
argouml;org/argouml/ui/TabResults.java;260;264;5;2;4;16
argouml;org/argouml/ui/TabResults.java;310;315;6;2;4;18
argouml;org/argouml/ui/TabResults.java;335;356;20;1;5;20
argouml;org/argouml/ui/TabText.java;195;199;5;1;1;2
argouml;org/argouml/ui/TabText.java;204;208;5;1;0;3
argouml;org/argouml/ui/TabText.java;213;217;5;1;0;3
argouml;org/argouml/ui/ZoomSliderButton.java;137;139;3;1;0;2
argouml;org/argouml/ui/ZoomSliderButton.java;156;158;3;1;0;1
argouml;org/argouml/ui/ZoomSliderButton.java;161;163;3;1;0;1
argouml;org/argouml/uml/diagram/activity/ui/FigObjectFlowState.java;347;362;15;1;1;6
argouml;org/argouml/uml/diagram/deployment/ui/FigComponentInstance.java;260;263;4;1;0;4
argouml;org/argouml/uml/diagram/deployment/ui/FigComponentInstance.java;268;275;8;1;2;4
argouml;org/argouml/uml/diagram/deployment/ui/FigMNode.java;256;259;4;1;0;2
argouml;org/argouml/uml/diagram/deployment/ui/FigMNodeInstance.java;236;239;4;1;0;2
argouml;org/argouml/uml/diagram/sequence/ui/FigClassifierRole.java;181;187;7;1;0;2
argouml;org/argouml/uml/diagram/sequence/ui/ModeChangeHeight.java;53;62;9;1;0;2
